artist_name,track_name,release_date,genre,lyrics
camp lo,krystal karrington,1997,jazz,camp karrington gritty carlito influence flashers acapulco homicide scene second catch feel peel orchestra orchestratin plan gift caramela hold fella tight octopussy watusi night cheeba tang divas sinasex intersect wanna holla pass dollar glass sucky sucky nookie meditatin doctor feel good feel good splash high hunky seaworld go navigate underground blammin metropolis say steez turnin kahlua know shouldn play ness lieu cheeba unfold take scammer meditate check freezin flame blame tough generatin life geechi suede shake start caca caca convince bulletproof heart swift burglars clip slip shift diamonds suck crew stiffs aquapool hovercrafts teleport lubricant golden drunken monk delegate glinch glare cannon trench welcome fairy cheeba count freak quarter blood techniques fiend pimp doublemint fuck game genie pourin riunite buttist sustain gain free fall let hoppin satin jivin hijackin train like everybody like elephants speak wino jones pardon break protectin heatsinking signal henchman convincin kashmir runnin scan sequence shalamar assassinate seminar samarai symphony vault flee globe dynamo dinero crusade genie casino cheeba ride rhino rubies reno venezuela electric twistin tree tahiti thieve terror belong suede crash tell tubby tellin cash sarratoga fahrenheit flat fuck dyke year kashmir suede shit microwavin meltin mouth like
wynton marsalis,lover,1991,jazz,careless head like wine wreck life poor nearly spoil life careless clutch arrows desire take away dream leave weep weep mourn careless happiness leave ruin life plan walk talk
stanley clarke,lisa,1992,jazz,pass dang coat tripper tripper watch funky rhyme east swingin boone wine get like suppose fuck roast little toast real emcee wanna cause know flow battle crap want better step mother fuckin school basement party fool talk trash wish come step good marlboro smokin fine pokin kind bud toking hit sap fresh shit midwestern funk best bitch chrome grand marquis sip pimp game serve like thing sing care come fuck bringin shit time rhyme cause motherfucking steel hit real shit know dark riff shoot funky loop want need step rear come quickness bitch wind list bounty head macomb county bitch good place wind dead cause real relevant elephanttype menace watch bang rhyme half like staff lay commandments shall dammit
jack jones,a day in the life of a fool,1995,jazz,life fool long lonely walk avenue welcome sight come stop door home room gloom tear goodbye till come life fool
joe corfield,lights,2018,jazz,grandiose prose set author scribble code poetic give songs prosthetic truth bleed clear mean bellow wrong get sweep peaceful tounge sweat seep graft turn tear lob free think burn concrete watch wrong reach hours pass monitor midi build screen till eye droopy sample sound tire smoothly etch reality routine banality moonbeams stick fence esteem tryna memorise step scheme passive footprints mark phrase bracket dammit glue mistake mismanage controller universe till kick planet sail loss ashtray surprise cough chin fist elbow rock wing grow draw light like moth flicker gently film hardly sobre cinema till step foot similar entry drive conclusion visual end silent audience erupt critics applaud substance look like author finally sussed hearts rain heavy thunder blush pure soul like jazz composition grow backbone sew vision rhythm pump like steam piston understand programme human definition confuse severity human definition prose write human definition goals plateu human definition
michael franks,the art of love,1990,jazz,strong defenses build heart surround long appear wall tumble scar remind easily deceive tear convince believe bend learn heart soon mend learn hearts tune beat kiss like explore landscape sweet intimacy bore horizon reach infinitely lovers friends learn homework end learn learn require determination search heart different situation apply
cynic,the space for this,2008,jazz,space raise arm space eye space heart space soft omen trace phantom warn disassemble captain chair space space breathe breathe ruin haunt like owls future druids drop goblet form spell space space breathe breathe bend realize bundle thoughts dirty cloth perfume tell bundle thoughts lonely ghost pursuit lose inside space raise arm space eye space heart space space breathe breathe bend realize space space bend recognize space space space space bend realize
miles davis,would'n you,1956,jazz,look lure sweet pure eye arm mouth east north south gain complete control handle heart soul small percent look lure sweet pure eye arm mouth east north south gain complete control handle heart soul small percent
vektor,tetrastructural minds,2011,jazz,long reality mind extremities deep core subconscious realm lie shroud cower suspend entity darkness encapsulate crystalline state soft glow green black amebic dark invade scamper silent chasm beam light beacon obscure wall structuralise cubiform crystallisation daunt hero fall knees piece eternity condemn memory lose gain suspend entity darkness encapsulate crystalline state soft glow green black amebic dark invade retaliate echo puncture sanity essence memory cripple vices instill confirm soul seclusion dissonant existence feel thoughts resolution life liquid young paint colour time solidify brain paint shade grey dark cloud colourful picture life solidify strip away tetrastructural mind liquid freeze time cold cubic cell trap deep inside amebic dark invade
nat king cole trio,smoke gets in your eyes,1992,jazz,know true true course reply dear inside deny say blind heart realize smoke get eye chaff gaily laugh think doubt today fly away laugh friends deride tear hide smile lovely flame die smoke get eye smoke get eye
artie shaw,"hop, skip and jump",1989,jazz,idea idea everybody miserable superman live flow like mystic river girl dont like kiss rhyme right kisser anybody disap peared hide freeway beard jump skin gush nail face push hellraiser face pincushion like squish sucker like vicegrip slaughterhouse cause style butcher spin chainsaw like blades brain hyperdrive brake smidgen admit digits fidget ribbit ribbit slippin swag juice swag juice slippin swag juice swag juice figure nigga mind money right stop get hindsight leave live probably wouldn get press women wouldn ones diggin annihilate look talk alot hood williams like talk girl talkin pregrent crazy later crush leave baby trust shit specialize massage testicles trust date basically mouth rim turn kiss bitch straight concern taste think slip swag juice think slip swag juice slip swag juice think slip swag juice house simmer sister bind dizzy cause get busy baby throw frizbee blizzard catch teeth wizard stand disco disco biscuit pretty sure bisquick baby forget bring lipstick want kiss fore blow bitch smithe reens guillotine situ ation critical spin turntables cut record like scissor cheka chicka checka chicka chekacheka chicka wreck second tell heck sicker minute drop necklace liquor baby little breakfast clock morning want dessert
wayman tisdale,can't hide love,2001,jazz,enemy night friend enemy night friend enemy night friend enemy night friend enemy night friend enemy night friend enemy night friend enemy night friend enemy night friend enemy night friend
sun ra,but not for me,1960,jazz,blood flow fresh steel dry colour even tommorow rain stain away mind stay final mean clinch lifetimes argument come violence bear beneath angry lest forget fragile rain fall like tear rain fragile scat solo rain fall like tear rain fragile repeat fragile fragile fragile repeat
abul mogard,bound universe,2015,jazz,horror room tire hide beat look eye blue home killer walk open strange doors close begin wail jealousies scream wait light know mean scary monsters super creep run run scar scary monsters super creep run run scar ask stay steal room ask give dangerous mind stupid street socialise little girl till die wail guitar sound jealousies scream wait light know mean scary monsters super creep run run scar scary monsters super creep run run scar scary monsters super creep run run scar scary monsters super creep run run scar
